Index,Height,Weight
512,60.56,165.53
513,56.65,123.41
514,68.28,200.53
515,73.84,123.46
516,63.51,113.92
517,56.29,93.29
518,66.61,177.39
519,58.93,174.92
520,75.53,127.46
521,63.73,207.16
522,60.5,172.14
523,74.03,93.34
524,73.27,124.22
525,58.86,186.79
526,64.17,153.06
527,58.49,152.43
528,73.73,163.53
529,76.84,135.38
530,75.97,175.26
531,55.97,93.36
532,70.92,161.65
533,65.11,212.32
534,66.26,197.48
535,58.58,166.55
536,77.96,205.16
537,75.66,187.86
538,63.98,141.12
539,63.3,174.3
540,61.49,109.46
541,59.79,174.71
542,62.58,117.28
543,66.1,134.56
544,71.28,122.45
545,62.37,124.63
546,64.66,128.25
547,55.09,110.65
548,71.64,217.91
549,79.95,211.49
550,68.01,130.89
551,68.09,147.75
552,64.68,178.46
553,75.0,122.43
554,62.39,123.31
555,59.1,121.33
556,77.3,205.64
557,74.32,203.22
558,56.25,122.85
559,72.66,171.58
560,68.14,202.38
561,77.75,92.89
562,72.66,219.82
563,64.23,123.99
564,55.08,121.18
565,72.5,104.41
566,65.1,95.89
567,69.26,93.67
568,56.85,104.57
569,77.91,128.06
570,68.78,132.01
571,61.87,190.35
572,67.4,198.53
573,55.56,170.05
574,66.42,101.09
575,75.53,101.79
576,64.33,117.97
577,70.09,164.51
578,67.61,125.0
579,64.85,140.74
580,71.07,153.06
581,79.96,175.61
582,57.43,176.94
583,68.05,115.41
584,60.02,154.14
585,77.85,152.45
586,56.64,101.11
587,73.26,150.92
588,62.36,136.84
589,69.42,199.94
590,66.21,152.08
591,67.17,147.34
592,77.37,124.47
593,63.21,141.9
594,73.38,136.08
595,69.45,97.93
596,66.42,164.82
597,76.46,212.0
598,69.91,201.42
599,64.97,97.95
600,55.98,134.29
601,72.59,146.27
602,68.02,189.44
603,57.51,147.48
604,59.89,107.45
605,63.61,170.71
606,60.3,192.58
607,67.05,157.38
608,57.57,191.58
609,78.13,163.9
610,59.34,151.93
611,65.18,122.03
612,75.3,190.99
613,72.8,146.46
614,57.94,101.97
615,79.61,212.58
616,60.69,102.35
617,79.12,170.47
618,58.63,116.07
619,69.8,198.96
620,63.9,213.59
621,74.08,92.5
622,78.03,183.01
623,62.17,203.13
624,63.88,211.7
625,66.5,153.22
626,59.26,192.17
627,77.31,147.32
628,70.67,211.82
629,78.5,137.5
630,76.69,140.26
631,73.59,91.0
632,79.72,94.86
633,79.57,186.4
634,63.11,215.41
635,65.82,137.58
636,77.11,130.57
637,56.64,125.92
638,57.06,194.93
639,66.72,205.83
640,55.89,211.8
641,76.19,170.0
642,66.86,172.57
643,59.26,205.14
644,69.44,91.26
645,60.46,113.81
646,65.56,153.3
647,59.73,131.74
648,62.53,155.25
649,70.38,176.65
650,79.13,104.22
651,71.26,115.51
652,67.67,199.31
653,71.86,192.6
654,55.95,185.4
655,66.62,162.83
656,58.44,100.8
657,58.16,190.79
658,71.18,219.6
659,73.76,133.98
660,76.15,119.29
661,74.24,105.67
662,78.26,154.53
663,68.27,211.53
664,76.04,136.65
665,65.31,128.71
666,55.49,147.37
667,69.7,153.64
668,57.21,210.76
669,78.77,217.88
670,73.87,143.01
671,55.71,201.35
672,70.88,146.25
673,79.84,215.66
674,72.76,103.68
675,72.91,113.93
676,66.4,98.73
677,64.54,215.43
678,78.03,106.29
679,57.97,140.34
680,67.16,132.12
681,59.92,203.85
682,68.59,171.46
683,76.54,95.58
684,65.51,146.51
685,78.24,178.09
686,62.61,177.55
687,67.01,207.15
688,64.01,175.05
689,63.36,155.25
690,76.8,114.9
691,55.26,206.36
692,68.07,200.71
693,59.68,99.69
694,60.82,112.64
695,72.82,97.06
696,79.56,156.84
697,65.82,128.02
698,77.49,158.81
699,74.79,168.16
700,59.51,147.34
701,76.07,144.49
702,77.92,161.83
703,69.15,108.95
704,62.32,198.23
705,61.31,163.0
706,64.28,194.29
707,79.3,193.88
708,78.98,131.73
709,66.57,173.81
710,58.79,180.83
711,70.34,92.73
712,67.7,146.31
713,72.39,182.27
714,55.16,187.98
715,67.47,194.44
716,62.94,165.21
717,59.52,121.47
718,65.13,97.26
719,64.13,162.01
720,56.34,133.43
721,57.92,91.07
722,60.67,144.2
723,78.14,127.49
724,76.19,151.36
725,55.4,166.52
726,74.97,152.26
727,61.04,136.13
728,77.0,205.24
729,71.42,145.17
730,59.68,134.32
731,68.67,146.16
732,57.28,124.32
733,78.96,219.75
734,78.6,114.19
735,56.38,103.98
736,76.5,210.47
737,77.86,161.17
738,73.38,207.22
739,69.4,123.68
740,68.03,94.8
741,58.65,147.63
742,62.24,116.68
743,57.58,97.86
744,78.84,192.38
745,55.29,182.0
746,69.53,208.08
747,67.87,105.35
748,56.42,101.05
749,69.86,108.37
750,67.81,178.02
751,76.96,204.81
752,70.3,166.18
753,79.86,133.02
754,74.55,217.33
755,69.01,157.98
756,75.95,184.12
757,77.14,115.77
758,70.75,149.45
759,74.6,193.62
760,55.96,159.52
761,72.51,116.04
762,62.03,200.45
763,70.57,109.31
764,58.99,129.85
765,63.45,149.17
766,62.27,142.61
767,63.13,202.23
768,73.86,202.38
769,57.85,141.78
770,71.71,194.04
771,75.05,193.68
772,55.56,93.27
773,68.49,132.49
774,60.74,106.11
775,62.71,179.99
776,67.52,166.85
777,77.81,107.95
778,68.1,210.13
779,71.79,111.6
780,64.16,192.77
781,69.39,159.32
782,60.13,119.04
783,74.52,192.78
784,77.25,196.31
785,62.4,195.43
786,75.82,113.31
787,66.02,152.82
788,78.55,138.84
789,76.5,196.11
790,59.7,186.43
791,77.28,106.61
792,55.82,169.71
793,66.52,137.99
794,66.16,195.03
795,63.57,122.09
796,62.01,184.31
797,59.1,188.15
798,66.91,208.8
799,75.93,131.15
800,72.75,138.57
801,78.07,123.55
802,55.13,215.01
803,70.77,200.29
804,77.31,190.68
805,74.78,186.39
806,76.27,149.79
807,78.69,172.14
808,67.96,187.13
809,61.1,141.5
810,79.41,128.28
811,78.03,124.13
812,62.87,130.37
813,65.78,206.66
814,78.94,117.96
815,67.98,208.33
816,67.72,130.95
817,77.37,99.22
818,61.53,169.82
819,60.49,125.22
820,57.73,186.53
821,73.85,211.25
822,61.58,136.23
823,76.59,136.03
824,70.25,114.51
825,77.6,193.52
826,61.8,178.63
827,71.56,128.72
828,56.92,215.18
829,59.39,130.39
830,77.11,145.14
831,58.56,197.51
832,77.13,137.71
833,73.63,178.16
834,58.94,184.66
835,55.79,213.24
836,60.78,182.93
837,79.04,169.52
838,75.68,151.41
839,72.6,164.0
840,79.9,164.2
841,66.55,212.29
842,70.61,183.96
843,59.42,143.47
844,79.03,123.74
845,69.66,173.74
846,64.94,135.49
847,64.05,198.52
848,76.23,186.82
849,64.85,147.09
850,57.74,209.13
851,63.89,122.76
852,62.17,98.17
853,71.29,118.36
854,67.18,96.61
855,75.01,208.59
856,77.02,163.29
857,78.08,130.5
858,55.19,160.53
859,56.86,97.09
860,55.1,206.18
861,57.81,128.28
862,71.99,154.36
863,55.46,172.98
864,67.6,158.37
865,61.98,145.65
866,66.47,102.77
867,70.85,147.54
868,62.36,137.46
869,66.4,123.68
870,67.45,161.57
871,74.22,118.58
872,61.13,94.14
873,76.45,124.53
874,75.15,176.72
875,55.38,116.9
876,63.05,142.88
877,57.4,203.92
878,74.03,161.85
879,69.08,186.86
880,68.6,203.01
881,55.34,146.37
882,57.96,139.24
883,63.41,202.8
884,69.92,215.34
885,70.65,152.26
886,59.82,198.83
887,70.52,112.6
888,62.94,91.17
889,65.63,203.92
890,66.77,126.14
891,75.07,134.26
892,70.25,173.79
893,57.68,160.6
894,73.69,107.65
895,74.43,175.9
896,72.64,94.49
897,65.96,171.59
898,77.54,176.78
899,62.2,122.73
900,72.14,203.62
901,55.04,145.86
902,55.95,209.79
903,76.25,109.92
904,74.07,190.96
905,60.4,116.16
906,68.88,192.34
907,77.27,205.49
908,55.49,207.25
909,74.75,179.59
910,57.06,129.34
911,63.65,109.24
912,68.42,179.89
913,55.42,121.47
914,70.79,149.04
915,76.92,133.91
916,62.78,217.84
917,61.27,148.04
918,59.56,158.95
919,71.12,184.23
920,69.81,178.26
921,68.57,172.28
922,70.75,95.14
923,74.14,119.35
924,60.21,93.47
925,56.76,179.75
926,57.31,98.7
927,74.56,202.09
928,61.13,147.43
929,58.97,217.55
930,58.23,143.71
931,68.3,206.21
932,79.58,177.4
933,78.23,112.79
934,66.57,158.14
935,79.73,196.01
936,69.48,197.15
937,57.91,159.01
938,71.82,115.54
939,70.87,201.58
940,71.66,105.92
941,59.11,169.62
942,70.17,115.48
943,78.84,120.55
944,55.06,96.14
945,61.18,113.23
946,59.02,130.13
947,57.13,117.95
948,59.25,129.0
949,63.79,145.71
950,66.36,174.56
951,79.04,197.59
952,55.67,216.48
953,57.57,216.71
954,68.14,112.87
955,62.88,115.08
956,61.98,157.93
957,66.65,195.02
958,58.29,184.25
959,55.39,174.79
960,73.81,125.35
961,59.44,136.66
962,65.91,159.35
963,72.4,101.34
964,69.97,192.2
965,61.98,118.54
966,68.14,142.81
967,76.08,203.75
968,56.23,180.08
969,58.98,141.24
970,75.5,205.23
971,68.56,189.55
972,70.95,123.5
973,61.79,131.68
974,69.92,107.5
975,79.4,144.83
976,68.61,174.57
977,58.53,143.54
978,67.07,101.63
979,58.27,206.24
980,58.2,184.03
981,60.0,147.02
982,79.5,155.1
983,61.03,208.28
984,70.36,183.43
985,59.84,106.84
986,72.46,204.21
987,76.46,94.73
988,56.35,125.41
989,73.38,107.7
990,78.3,163.65
991,64.03,191.04
992,60.91,101.03
993,60.32,154.96
994,58.29,206.47
995,56.53,208.87
996,56.36,173.68
997,75.93,192.65
998,59.16,155.64
999,74.78,169.13
1000,56.73,211.1
1001,71.15,169.1
1002,63.54,105.25
1003,79.63,217.29
1004,76.63,126.84
1005,77.32,122.59
1006,77.56,194.74
1007,59.91,184.29
1008,62.98,90.73
1009,62.72,124.51
1010,59.23,142.77
1011,55.6,143.0
1012,71.92,96.99
1013,72.85,142.14
1014,58.54,99.27
1015,58.38,164.01
1016,56.52,131.27
1017,78.39,199.41
1018,63.93,109.91
1019,69.41,198.8
1020,69.28,114.22
1021,60.57,167.11
1022,61.61,156.74
1023,55.93,135.49
1024,55.74,164.32
1025,74.7,170.41
1026,73.39,142.58
1027,67.0,117.93
1028,59.67,208.97
1029,78.13,153.72
1030,55.03,98.85
1031,71.55,143.5
1032,71.08,212.74
1033,75.49,212.39
1034,67.97,108.96
1035,62.9,172.67
1036,73.18,171.37
1037,56.94,135.9
1038,67.47,176.21
1039,58.87,126.88
1040,71.28,109.66
1041,56.06,126.39
1042,74.05,138.97
1043,71.49,185.43
1044,77.91,191.63
1045,67.93,202.55
1046,57.6,215.35
1047,59.81,216.13
1048,57.85,140.68
1049,69.55,157.77
1050,64.61,164.85
1051,64.82,130.28
1052,58.85,128.4
1053,58.5,176.76
1054,56.64,181.41
1055,58.92,201.52
1056,67.91,176.52
1057,58.66,197.6
1058,79.32,204.59
1059,64.26,172.96
1060,61.48,195.82
1061,70.01,190.35
1062,70.13,180.33
1063,65.46,204.75
1064,55.28,209.19
1065,72.5,100.38
1066,59.68,104.54
1067,59.4,174.88
1068,67.3,111.83
1069,76.21,174.43
1070,68.13,99.42
1071,71.38,121.41
1072,61.92,131.82
1073,58.2,167.69
1074,67.37,117.2
1075,57.23,176.05
1076,68.96,208.73
1077,55.23,193.77
1078,58.44,99.72
1079,77.49,110.21
1080,68.14,103.8
1081,66.76,191.94
1082,60.58,176.99
1083,62.57,119.19
1084,65.32,127.27
1085,61.7,143.59
1086,63.05,179.95
1087,76.14,174.54
1088,76.86,114.73
1089,59.85,100.8
1090,60.22,176.34
1091,78.48,209.73
1092,69.76,206.2
1093,66.87,140.52
1094,65.74,144.86
1095,55.87,143.49
1096,59.12,170.43
1097,61.39,207.21
1098,57.67,193.37
1099,55.7,189.23
1100,55.99,142.06
1101,65.67,149.68
1102,76.26,135.03
1103,58.9,209.69
1104,74.51,99.44
1105,56.48,154.77
1106,74.86,131.06
1107,64.3,115.01
1108,68.21,153.51
1109,62.16,188.19
1110,75.56,213.83
1111,68.92,152.17
1112,58.49,165.88
1113,71.43,131.36
1114,79.32,184.74
1115,56.03,191.46
1116,64.43,156.99
1117,78.72,188.71
1118,57.03,153.94
1119,78.58,199.42
1120,76.27,202.03
1121,72.69,151.97
1122,75.73,195.61
1123,76.6,93.3
1124,63.57,194.37
1125,59.58,156.65
1126,57.51,146.23
1127,70.73,212.7
1128,76.71,112.62
1129,77.66,199.83
1130,69.76,91.99
1131,69.84,194.47
1132,73.8,136.51
1133,73.24,152.74
1134,76.46,93.21
1135,73.36,144.66
1136,57.62,214.65
1137,59.43,116.59
1138,75.28,182.13
1139,65.1,151.03
1140,76.53,126.04
1141,62.58,218.36
1142,73.8,214.4
1143,64.37,161.29
1144,65.99,129.43
1145,58.21,101.66
1146,77.21,152.5
1147,58.12,175.16
1148,60.31,138.78
1149,77.51,135.79
1150,60.64,202.07
1151,77.65,212.17
1152,65.18,93.0
1153,57.06,192.85
1154,66.78,94.5
1155,65.27,162.16
1156,57.7,139.54
1157,78.39,125.12
1158,56.85,106.4
1159,75.51,198.98
1160,73.68,148.87
1161,59.93,212.4
1162,59.81,93.77
1163,66.67,112.28
1164,71.04,174.66
1165,55.9,93.97
1166,69.46,101.02
1167,73.5,156.4
1168,67.59,192.3
1169,71.42,136.76
1170,74.74,93.07
1171,68.29,111.71
1172,74.62,132.2
1173,60.55,193.25
1174,55.69,178.61
1175,56.69,180.52
1176,79.56,128.91
1177,69.95,152.35
1178,77.61,118.01
1179,59.18,130.5
1180,77.77,203.73
1181,74.43,186.58
1182,66.15,154.32
1183,58.51,129.33
1184,55.71,147.3
1185,57.03,107.78
1186,58.33,114.03
1187,67.22,130.98
1188,61.97,177.13
1189,55.17,104.77
1190,70.97,98.76
1191,70.0,183.54
1192,71.48,92.12
1193,78.27,97.45
1194,58.83,191.83
1195,75.6,211.36
1196,67.76,95.16
1197,74.5,155.67
1198,62.34,111.11
1199,67.16,110.16
1200,55.64,91.19
1201,60.22,217.26
1202,79.46,133.97
1203,78.3,160.79
1204,64.02,99.93
1205,74.02,131.06
1206,78.31,98.44
1207,59.96,105.81
1208,56.41,145.1
1209,73.66,128.63
1210,55.75,205.82
1211,60.89,109.97
1212,55.63,124.38
1213,56.2,122.44
1214,57.25,194.8
1215,63.83,142.76
1216,55.18,182.48
1217,56.32,117.68
1218,64.35,107.09
1219,70.65,185.36
1220,65.19,150.5
1221,70.48,102.44
1222,60.51,131.67
1223,59.22,131.75
1224,63.91,104.94
1225,64.56,207.02
1226,71.69,144.49
1227,67.76,91.76
1228,58.83,152.8
1229,62.08,99.11
1230,62.5,164.38
1231,72.22,143.55
1232,74.06,215.78
1233,74.96,215.17
1234,72.52,165.67
1235,78.32,98.7
1236,60.23,179.61
1237,74.98,112.07
1238,60.81,92.33
1239,64.85,115.82
1240,79.4,196.21
1241,71.32,163.09
1242,75.62,151.41
1243,63.96,209.1
1244,79.2,105.97
1245,57.47,143.39
1246,57.45,213.39
1247,60.2,164.65
1248,59.79,103.29
1249,56.39,183.62
1250,62.31,136.42
1251,72.24,198.65
1252,72.62,169.06
1253,64.57,93.47
1254,68.01,135.89
1255,74.01,147.6
1256,75.07,166.73
1257,63.98,105.81
1258,60.55,92.45
1259,60.33,115.49
1260,56.93,136.54
1261,64.67,111.53
1262,63.12,154.26
1263,64.54,164.1
1264,55.88,118.04
1265,67.74,133.85
1266,73.92,141.29
1267,60.72,199.12
1268,77.78,218.85
1269,65.36,174.69
1270,59.95,153.97
1271,55.16,143.22
1272,72.72,168.88
1273,68.66,215.29
1274,56.58,203.79
1275,76.54,154.95
1276,78.18,149.03
1277,58.27,98.91
1278,58.98,123.83
1279,78.19,119.05
1280,57.32,141.38
1281,74.69,130.34
1282,76.45,150.63
1283,79.55,129.92
1284,70.34,180.48
1285,61.02,206.46
1286,61.11,200.83
1287,67.44,143.45
1288,76.43,218.43
1289,65.42,146.44
1290,72.93,195.01
1291,58.96,158.02
1292,57.3,193.44
1293,78.48,102.01
1294,59.04,165.71
1295,79.42,160.84
1296,63.26,153.71
1297,76.98,113.87
1298,62.2,149.16
1299,59.67,154.73
1300,61.53,217.77
1301,73.12,124.29
1302,70.76,113.3
1303,78.56,117.88
1304,77.39,101.01
1305,69.64,171.75
1306,65.75,127.99
1307,64.41,173.49
1308,61.96,100.8
1309,70.32,119.54
1310,78.1,205.88
1311,66.5,110.31
1312,63.42,206.54
1313,68.64,193.31
1314,70.61,214.46
1315,77.5,90.8
1316,60.85,92.41
1317,72.77,164.26
1318,77.77,147.6
1319,71.65,202.27
1320,60.22,93.37
1321,61.23,120.53
1322,66.61,171.8
1323,79.42,160.09
1324,59.01,141.98
1325,66.3,102.75
1326,58.79,196.96
1327,58.12,121.95
1328,62.37,109.2
1329,65.47,173.14
1330,76.9,120.74
1331,57.93,117.03
1332,64.29,175.09
1333,72.09,159.55
1334,63.59,195.27
1335,58.63,123.42
1336,73.47,143.68
1337,70.41,160.6
1338,56.42,183.85
1339,60.36,191.67
1340,79.27,172.3
1341,66.38,116.82
1342,72.47,190.95
1343,63.93,106.62
1344,74.52,164.93
1345,58.64,218.07
1346,59.96,167.25
1347,76.17,128.16
1348,55.17,203.11
1349,66.32,95.3
1350,77.52,99.4
1351,55.49,203.28
1352,61.73,92.96
1353,59.02,171.92
1354,67.52,146.11
1355,68.72,205.59
1356,66.73,166.07
1357,79.31,218.44
1358,55.9,189.61
1359,71.48,218.2
1360,59.16,103.81
1361,63.02,181.85
