Index,Height,Weight
229,66.63,110.07
230,72.26,119.29
231,64.59,178.28
232,76.68,183.55
233,79.5,92.36
234,69.36,216.32
235,60.88,113.67
236,68.76,182.63
237,57.12,200.29
238,69.06,127.33
239,68.57,119.84
240,65.64,215.11
241,56.07,106.84
242,59.83,115.65
243,77.04,187.11
244,70.08,209.95
245,73.61,113.74
246,62.72,216.73
247,79.52,177.43
248,60.41,103.85
249,70.6,187.65
250,63.2,114.44
251,69.55,216.26
252,57.46,106.0
253,79.83,208.9
254,69.66,151.57
255,79.09,164.27
256,66.97,203.01
257,55.89,213.18
258,78.14,94.28
259,58.15,90.98
260,57.55,154.76
261,76.68,93.41
262,55.02,123.78
263,68.24,168.25
264,63.44,132.01
265,61.87,112.39
266,55.07,209.45
267,73.36,155.25
268,78.18,141.38
269,76.73,154.13
270,60.6,142.77
271,70.24,180.25
272,62.57,171.03
273,68.94,173.83
274,63.85,184.61
275,72.51,128.24
276,61.13,181.13
277,66.94,202.81
278,62.07,193.04
279,64.97,180.09
280,66.08,181.84
281,78.82,192.6
282,73.05,105.48
283,70.18,174.65
284,74.94,130.19
285,75.27,213.89
286,66.55,91.86
287,65.64,162.64
288,72.05,216.28
289,68.79,188.34
290,76.28,134.61
291,67.19,206.98
292,78.5,95.23
293,66.16,103.23
294,55.75,196.85
295,65.43,186.98
296,72.67,219.08
297,56.79,185.14
298,76.57,105.64
299,60.74,110.62
300,69.96,107.36
301,72.07,143.54
302,77.07,178.19
303,57.84,210.35
304,68.49,113.15
305,71.4,94.41
306,78.52,109.28
307,64.65,196.53
308,79.65,141.6
309,69.35,155.34
310,77.66,121.14
311,75.49,91.37
312,67.36,130.35
313,73.36,206.93
314,59.04,155.74
315,61.37,166.77
316,74.92,204.12
317,78.3,108.65
318,68.33,150.39
319,79.32,208.98
320,71.42,130.96
321,62.16,156.97
322,71.06,91.73
323,60.42,203.06
324,75.96,193.69
325,61.82,147.87
326,72.67,116.72
327,62.02,169.31
328,68.12,141.87
329,66.76,165.1
330,59.63,143.99
331,73.23,215.92
332,59.27,112.24
333,61.46,150.69
334,57.42,114.81
335,70.97,203.93
336,67.77,110.57
337,68.1,185.73
338,76.92,108.7
339,61.74,219.99
340,58.62,112.38
341,67.58,135.76
342,59.25,95.24
343,65.1,158.32
344,76.84,168.64
345,72.48,95.14
346,58.27,131.13
347,62.98,178.23
348,64.18,102.92
349,78.78,183.12
350,58.35,207.06
351,74.09,153.98
352,78.64,164.34
353,77.08,108.99
354,79.16,105.02
355,78.62,208.48
356,71.34,202.03
357,56.77,125.54
358,77.0,166.9
359,59.98,121.39
360,72.51,205.86
361,68.04,138.55
362,66.86,188.07
363,61.34,125.07
364,78.5,143.71
365,65.04,192.57
366,60.6,148.74
367,55.42,178.68
368,70.0,91.53
369,61.12,189.13
370,55.6,201.42
371,74.99,192.51
372,77.68,136.88
373,68.35,103.99
374,60.55,95.23
375,77.14,93.42
376,68.5,198.51
377,57.27,125.47
378,77.39,92.32
379,56.29,196.9
380,74.72,140.79
381,78.49,90.85
382,61.92,148.45
383,68.66,192.63
384,74.85,149.23
385,63.39,183.88
386,56.12,115.07
387,62.15,171.07
388,55.97,115.98
389,60.52,108.0
390,57.98,101.9
391,59.96,149.97
392,79.33,123.88
393,79.59,202.92
394,69.01,151.35
395,60.13,170.85
396,59.14,160.59
397,78.13,106.05
398,72.3,141.41
399,57.33,127.77
400,57.8,213.56
401,70.52,91.41
402,70.46,187.02
403,56.83,201.59
404,70.76,103.98
405,78.18,171.81
406,57.06,164.72
407,65.4,191.84
408,63.22,163.14
409,67.76,214.89
410,75.52,167.37
411,69.42,103.07
412,60.1,123.65
413,71.23,209.2
414,64.8,98.74
415,69.1,175.75
416,72.48,148.39
417,61.45,197.4
418,71.15,147.61
419,57.73,218.79
420,75.73,99.5
421,61.27,122.89
422,71.74,117.01
423,71.47,104.48
424,79.89,207.4
425,61.25,218.83
426,60.96,171.39
427,76.28,209.95
428,66.66,218.6
429,72.71,138.35
430,79.95,99.18
431,64.53,182.98
432,60.48,130.04
433,59.74,160.09
434,79.95,92.98
435,67.2,215.84
436,78.36,96.92
437,75.29,148.57
438,71.22,206.63
439,77.95,118.61
440,58.48,131.02
441,60.9,151.04
442,59.65,162.35
443,77.21,139.58
444,74.25,98.58
445,62.16,110.77
446,62.42,173.6
447,58.2,143.1
448,72.56,144.15
449,72.39,104.7
450,67.48,114.66
451,58.58,218.64
452,76.03,153.38
453,67.09,143.7
454,72.75,99.76
455,61.99,188.36
456,78.03,123.31
457,72.22,162.84
458,63.17,118.91
459,73.72,110.78
460,55.84,113.63
461,56.46,140.96
462,66.33,121.74
463,62.0,204.29
464,75.84,90.79
465,55.36,176.73
466,63.61,111.84
467,63.32,157.98
468,64.26,103.6
469,62.64,159.76
470,56.38,180.67
471,68.95,120.25
472,69.69,131.16
473,69.5,217.6
474,76.45,97.24
475,67.61,142.62
476,73.38,195.96
477,66.61,154.6
478,68.48,166.37
479,61.13,149.82
480,56.28,209.14
481,78.36,181.17
482,65.86,95.86
483,71.49,207.19
484,79.96,198.16
485,58.31,140.61
486,72.82,169.97
487,61.51,176.14
488,69.6,102.23
489,75.71,170.56
490,70.63,122.06
491,65.94,165.86
492,73.03,176.09
493,74.07,191.88
494,69.3,195.02
495,62.14,139.54
496,74.01,128.18
497,71.69,106.01
498,69.06,116.78
499,72.08,182.34
500,62.71,101.84
501,61.88,202.24
502,75.22,207.43
503,63.24,103.88
504,60.6,212.35
505,77.14,196.88
506,63.81,165.28
507,62.46,124.7
508,72.28,93.26
509,66.76,105.68
510,76.42,139.02
511,66.84,162.06
512,63.12,153.07
513,61.06,215.79
514,76.81,155.08
515,78.17,149.45
516,56.6,213.75
517,59.0,209.12
518,56.22,199.73
519,61.14,119.79
520,70.0,170.75
521,66.56,173.45
522,67.14,133.94
523,74.46,138.5
524,75.9,139.64
525,69.37,206.73
526,77.86,98.59
527,69.81,171.23
528,56.12,211.64
529,61.89,136.18
530,64.15,200.77
531,75.5,204.28
532,75.81,194.74
533,70.66,198.63
534,77.22,125.61
535,71.21,133.04
536,55.87,217.49
537,65.82,174.93
538,74.6,205.79
539,68.68,197.99
540,67.16,143.69
541,57.64,114.14
542,64.96,92.7
543,69.54,166.06
544,68.52,195.97
545,61.42,115.94
546,66.03,189.39
547,73.36,122.53
548,77.01,118.64
549,75.02,98.89
550,57.19,168.25
551,61.18,157.42
552,74.86,116.14
553,73.01,201.59
554,62.49,151.83
555,73.87,133.53
556,59.4,190.16
557,70.02,91.91
558,68.67,189.8
559,79.46,159.93
560,65.81,131.84
561,68.95,219.49
562,77.93,215.85
563,66.57,95.05
564,74.91,186.82
565,60.63,127.84
566,71.88,196.43
567,63.28,219.39
568,78.34,190.71
569,64.14,103.73
570,72.27,134.64
571,58.81,90.14
572,63.91,92.27
573,66.71,218.33
574,58.59,110.84
575,68.88,90.1
576,70.94,116.12
577,62.78,166.56
578,76.04,115.1
579,76.79,148.86
580,64.89,92.73
581,71.18,113.96
582,76.85,100.11
583,73.51,94.68
584,58.9,145.19
585,58.86,105.91
586,70.88,174.89
587,59.35,193.08
588,68.09,208.6
589,68.33,129.53
590,64.51,166.7
591,58.07,190.92
592,57.96,197.36
593,56.85,130.44
594,67.78,100.68
595,58.29,188.35
596,55.69,202.68
597,66.72,134.12
598,72.07,182.92
599,64.77,199.31
600,55.94,211.77
601,74.91,137.22
602,72.78,140.03
603,70.25,159.66
604,59.15,97.06
605,73.75,198.7
606,69.89,139.07
607,70.1,116.25
608,70.23,212.02
609,78.81,192.05
610,61.83,164.42
611,75.01,163.91
612,59.86,139.26
613,60.64,198.16
614,78.01,131.84
615,74.6,136.03
616,57.28,148.46
617,78.5,203.03
618,73.63,210.17
619,74.33,91.31
620,60.98,184.39
621,58.96,150.69
622,76.61,145.94
623,65.61,198.46
624,59.98,129.32
625,68.95,199.71
626,78.51,150.72
627,69.55,135.39
628,72.54,96.15
629,69.56,187.41
630,60.07,189.58
631,74.79,205.88
632,75.17,131.81
633,59.03,91.37
634,76.94,102.21
635,56.72,152.88
636,65.77,121.03
637,61.22,199.34
638,69.06,189.1
639,78.69,104.63
640,60.03,173.49
641,67.71,197.01
642,67.08,116.1
643,75.2,180.13
644,67.6,212.58
645,58.83,176.07
646,66.21,122.53
647,56.67,161.92
648,67.59,168.62
649,66.65,209.58
650,64.84,168.11
651,71.15,125.91
652,72.89,138.83
653,71.97,146.05
654,72.73,205.8
655,66.42,149.84
656,71.26,94.13
657,76.66,207.47
658,72.79,164.65
659,60.39,201.36
660,74.0,130.68
661,68.64,186.43
662,71.87,172.03
663,58.23,157.57
664,76.84,140.19
665,58.22,207.14
666,78.95,120.89
667,60.96,195.95
668,60.89,207.81
669,60.09,165.75
670,67.53,213.74
671,72.67,106.84
672,73.56,169.52
673,67.7,120.55
674,76.37,213.4
675,59.94,112.28
676,75.89,193.89
677,66.69,195.63
678,62.44,202.89
679,58.43,154.28
680,61.97,211.41
681,78.34,161.5
682,68.38,198.19
683,56.91,172.98
684,59.44,155.4
685,64.56,175.03
686,79.75,199.85
687,65.52,96.29
688,79.21,109.72
689,71.05,174.43
690,75.94,138.65
691,68.16,99.84
692,75.54,193.12
693,58.4,104.01
694,57.41,119.38
695,71.66,103.83
696,69.86,135.82
697,57.58,175.28
698,62.73,157.15
699,62.29,186.81
700,70.27,200.36
701,56.69,182.42
702,66.41,95.4
703,63.51,203.33
704,63.34,168.2
705,78.54,160.67
706,64.7,168.74
707,71.99,192.1
708,65.1,129.79
709,61.19,117.37
710,68.79,205.56
711,74.68,160.17
712,57.7,131.72
713,61.39,190.34
714,77.37,130.99
715,64.94,179.32
716,75.95,104.18
717,75.84,147.36
718,73.07,122.54
719,70.75,191.48
720,62.08,172.8
721,66.51,98.64
722,76.17,167.32
723,76.88,190.15
724,67.86,217.53
725,59.96,186.17
726,77.51,187.16
727,61.73,156.74
728,68.83,192.76
729,67.04,129.33
730,61.25,102.67
731,63.1,133.92
732,55.69,112.74
733,55.07,140.63
734,71.36,117.83
735,67.17,93.07
736,58.2,210.8
737,68.19,118.89
738,75.57,194.2
739,74.65,184.15
740,58.61,161.7
741,74.37,144.06
742,72.33,193.21
743,55.47,155.82
744,77.58,165.24
745,66.07,104.54
746,58.09,113.15
747,57.75,189.22
748,72.49,202.55
749,59.72,109.96
750,71.6,163.35
751,76.38,160.12
752,61.42,194.86
753,74.64,144.19
754,55.48,91.57
755,58.52,216.29
756,76.7,132.03
757,77.74,178.72
758,75.51,166.75
759,56.62,107.13
760,61.14,124.11
761,62.08,122.6
762,78.86,206.59
763,66.89,112.85
764,60.09,213.97
765,66.61,183.68
766,69.72,188.85
767,57.27,93.8
768,67.58,95.69
769,73.4,135.73
770,64.96,124.89
771,57.77,150.0
772,75.43,179.97
773,65.62,113.47
774,61.3,126.36
775,71.02,108.74
776,74.99,120.05
777,55.76,162.46
778,62.76,197.84
779,58.29,93.8
780,62.25,210.13
781,73.92,191.24
782,59.62,137.1
783,72.14,149.09
784,76.25,162.26
785,61.55,192.27
786,62.38,181.23
787,56.45,110.78
788,58.47,183.64
789,77.68,161.21
790,60.35,121.2
791,56.84,209.58
792,70.12,162.76
793,77.27,145.41
794,68.39,188.85
795,64.45,200.78
796,73.44,219.91
797,63.73,208.15
798,64.96,180.72
799,74.85,131.68
800,57.51,158.39
801,61.7,189.87
802,68.98,190.06
803,59.28,126.61
804,57.88,161.53
805,68.55,200.22
806,68.62,169.59
807,76.41,94.08
808,63.52,157.09
809,57.72,191.83
810,72.45,180.22
811,70.99,97.35
812,55.67,113.78
813,65.78,175.57
814,79.12,183.85
815,72.26,109.25
816,72.65,191.98
817,75.3,185.96
818,61.04,159.45
819,79.83,136.96
820,70.24,116.67
821,62.52,165.11
822,62.92,185.81
823,69.06,133.95
824,74.46,173.15
825,66.47,151.67
826,70.72,96.44
827,64.21,113.65
828,65.14,148.13
829,77.74,185.7
830,60.69,117.53
831,70.85,204.63
832,58.51,142.36
833,79.99,202.18
834,72.02,114.2
835,67.6,169.45
836,57.02,191.68
837,62.2,113.2
838,56.94,92.26
839,57.98,154.24
840,58.57,104.72
841,62.57,149.15
842,69.64,184.93
843,64.87,102.87
844,65.28,103.43
845,74.48,218.7
846,75.79,141.29
847,58.77,107.63
848,59.36,150.62
849,56.1,104.52
850,73.65,132.28
851,60.13,218.81
852,72.58,107.59
853,71.09,181.34
854,74.38,163.59
855,58.82,99.91
856,78.34,215.74
857,56.66,145.98
858,67.85,174.38
859,62.08,146.75
860,67.69,93.71
861,77.52,142.91
862,73.36,147.41
863,68.78,162.71
864,71.85,182.76
865,61.89,166.7
866,76.77,147.73
867,78.25,112.68
868,70.57,138.73
869,71.13,154.23
870,62.02,200.01
871,55.02,201.89
872,66.92,121.38
873,58.99,135.83
874,55.78,110.63
875,60.82,148.07
876,69.67,209.97
877,71.83,99.58
878,58.29,203.84
879,70.58,164.06
880,60.72,134.3
881,78.27,143.39
882,62.01,143.25
883,63.64,112.31
884,65.87,176.99
885,68.23,101.54
886,55.2,197.02
887,55.3,170.32
888,61.63,206.99
889,66.94,90.85
890,59.21,150.48
891,60.11,112.12
892,68.78,218.29
893,58.41,192.3
894,59.11,218.79
895,77.62,219.0
896,76.56,162.92
897,62.17,111.17
898,69.79,101.13
899,62.24,181.93
900,71.22,209.76
901,65.47,122.31
902,56.43,174.55
903,71.98,129.59
904,55.81,151.92
905,56.3,121.53
906,60.71,93.14
907,75.11,141.18
908,68.63,106.41
909,63.41,90.92
910,70.31,160.71
911,64.51,155.6
912,69.48,94.76
913,57.11,189.77
914,62.59,177.49
915,68.63,149.39
916,59.53,184.2
917,65.6,177.12
918,70.09,157.36
919,55.11,120.4
920,76.72,188.01
921,68.6,121.61
922,74.16,125.11
923,61.7,194.27
924,65.21,135.87
925,65.06,215.05
926,67.17,212.1
927,55.65,172.13
928,66.79,185.28
929,63.45,149.75
930,61.33,110.03
931,74.36,139.32
932,63.07,207.31
933,60.55,110.65
934,57.28,214.25
935,71.29,169.07
936,72.04,128.52
937,74.36,159.51
938,56.46,135.44
939,66.42,124.02
940,77.59,142.93
941,61.39,160.99
942,64.21,187.47
943,62.63,110.45
944,56.66,167.59
945,71.83,113.65
946,64.8,154.09
947,76.12,176.28
948,58.62,112.03
949,74.99,165.3
950,69.88,131.51
951,71.82,112.39
952,71.06,152.62
953,74.39,184.61
954,58.26,161.32
955,70.44,139.08
956,74.81,96.96
957,76.8,203.4
958,68.63,136.22
959,66.65,204.55
960,77.15,131.73
961,66.37,211.78
962,60.5,131.98
963,68.91,148.37
964,75.86,121.74
965,68.65,199.86
966,57.45,108.0
967,55.76,140.27
968,60.25,93.82
969,69.19,122.35
970,73.8,139.18
971,70.92,168.95
972,60.08,193.85
973,74.0,106.85
974,63.1,99.56
975,70.43,188.95
976,79.28,100.56
977,77.5,126.17
978,68.18,185.16
979,56.84,187.03
980,70.56,197.19
981,77.83,172.9
982,77.55,187.13
983,76.81,215.47
984,70.07,209.25
985,75.53,185.02
986,68.4,180.87
987,77.1,120.86
988,64.48,119.75
989,70.15,149.68
990,64.32,117.08
991,56.65,219.91
992,76.53,132.03
993,67.46,124.93
994,57.56,171.15
995,60.71,134.75
996,78.76,127.8
997,78.7,163.19
998,68.29,122.17
999,62.05,92.92
1000,64.11,153.44
1001,64.97,140.49
1002,65.41,107.48
1003,63.52,108.92
1004,73.31,192.17
1005,70.18,168.53
1006,79.84,197.32
1007,78.25,193.85
1008,70.28,214.95
1009,63.16,214.81
1010,74.88,218.67
1011,71.64,115.23
1012,57.65,142.36
1013,71.49,184.19
1014,78.59,116.14
1015,57.21,163.36
1016,74.52,177.43
1017,68.95,212.46
1018,61.19,163.82
1019,56.92,120.89
1020,60.39,110.45
1021,57.61,167.6
1022,67.61,150.97
1023,65.64,217.65
1024,58.07,214.85
1025,63.93,179.09
1026,56.78,190.12
1027,55.86,178.81
1028,78.12,203.89
1029,55.38,128.66
1030,77.15,111.86
1031,75.86,138.14
1032,66.19,110.72
1033,64.8,107.18
1034,62.05,189.41
1035,79.75,91.38
1036,70.11,189.94
1037,75.97,207.63
1038,77.83,144.33
1039,77.88,140.48
1040,77.68,140.49
1041,58.24,173.94
1042,60.45,158.78
1043,61.59,140.94
1044,64.44,118.62
1045,67.07,180.93
1046,76.57,215.39
1047,60.16,110.75
1048,73.92,121.84
1049,64.2,167.11
1050,78.75,201.57
1051,55.7,171.0
1052,68.34,216.37
1053,71.95,139.72
1054,64.02,218.37
1055,60.52,131.97
1056,78.58,184.36
1057,77.67,191.71
1058,55.29,160.55
1059,56.59,172.72
1060,55.07,208.08
1061,78.51,96.1
1062,69.35,217.14
1063,61.82,201.07
1064,75.32,98.43
1065,56.57,94.3
1066,55.02,155.24
1067,71.47,124.44
1068,75.39,158.61
1069,70.86,151.57
1070,64.7,102.7
1071,72.93,197.58
1072,73.32,207.06
1073,65.66,133.85
1074,59.48,212.56
1075,58.1,100.17
1076,68.04,111.47
1077,63.1,195.32
1078,58.02,189.05
1079,72.78,151.71
1080,72.86,155.88
1081,71.43,208.78
1082,62.59,139.18
1083,61.06,189.38
1084,70.21,111.41
1085,62.1,216.7
1086,70.87,209.9
1087,69.39,206.97
1088,71.42,175.91
1089,56.1,130.07
1090,66.59,194.69
1091,65.26,131.57
1092,75.02,109.11
1093,74.0,132.15
1094,56.89,219.54
1095,61.64,119.02
1096,69.9,156.13
1097,79.52,216.96
1098,58.89,110.71
1099,58.92,208.59
1100,55.56,113.2
1101,59.17,188.05
1102,75.76,165.58
1103,71.68,162.36
1104,70.47,195.02
1105,61.67,163.38
1106,72.39,218.33
1107,68.13,167.99
1108,66.85,173.04
1109,72.58,106.93
1110,75.85,129.33
1111,67.17,133.16
1112,72.0,210.61
1113,62.26,203.51
1114,78.7,213.62
1115,71.67,110.07
1116,64.62,148.22
1117,78.83,211.63
1118,71.65,106.74
1119,76.2,92.38
1120,70.96,118.4
1121,64.53,180.03
1122,69.36,128.36
1123,76.86,216.23
1124,65.41,219.18
1125,60.2,158.29
1126,75.2,206.24
1127,75.78,197.7
1128,56.89,119.71
1129,56.05,116.76
1130,74.37,212.88
1131,74.93,101.99
1132,76.66,138.9
1133,79.33,121.91
1134,69.14,156.44
1135,55.17,215.75
1136,64.44,132.42
1137,68.09,102.1
1138,60.47,217.77
1139,70.43,161.82
1140,60.14,100.22
1141,75.8,105.54
1142,71.56,176.29
1143,63.85,186.33
1144,55.92,176.41
1145,68.49,145.14
1146,60.59,170.99
1147,75.77,148.28
1148,72.73,148.53
1149,63.07,91.5
1150,76.28,127.79
1151,73.4,191.91
1152,75.19,150.27
1153,61.98,193.73
1154,63.19,112.77
1155,61.86,213.22
1156,75.74,158.7
1157,55.01,185.19
1158,72.15,103.85
1159,56.52,216.93
1160,71.13,144.11
1161,78.86,162.48
1162,71.83,117.7
1163,74.43,152.29
1164,55.64,132.77
1165,66.9,129.51
1166,62.6,102.47
1167,58.0,189.06
1168,69.03,124.2
1169,61.9,139.2
1170,65.08,119.64
1171,59.12,160.14
1172,71.23,126.96
1173,70.9,95.52
1174,79.33,98.89
1175,62.74,181.29
1176,59.38,119.89
1177,61.56,186.07
1178,68.1,195.29
1179,64.35,137.87
1180,57.27,178.65
1181,72.29,175.12
1182,64.41,214.45
1183,71.39,118.77
1184,67.89,200.79
1185,78.55,153.37
1186,59.87,129.48
1187,61.17,180.77
1188,79.61,196.33
1189,64.57,155.52
1190,68.2,147.9
1191,73.23,198.53
1192,64.3,189.64
1193,55.01,213.88
1194,70.5,182.86
1195,57.33,152.16
1196,66.14,157.09
1197,70.69,171.91
1198,58.63,141.97
1199,72.32,114.8
1200,66.48,177.33
1201,75.55,153.57
1202,73.3,120.72
1203,71.92,162.91
1204,70.36,179.65
1205,69.75,121.05
1206,74.05,104.35
1207,61.49,180.95
1208,66.39,166.62
1209,74.58,107.06
1210,77.18,184.03
1211,56.97,94.1
1212,55.17,213.86
1213,75.21,117.44
1214,58.92,104.01
1215,67.0,166.15
1216,59.36,132.65
1217,59.1,96.28
1218,64.46,155.43
1219,59.97,118.67
1220,70.23,104.19
1221,64.57,185.4
1222,64.8,120.56
1223,75.65,214.4
1224,60.63,168.0
1225,66.89,98.35
1226,65.91,103.95
1227,65.31,212.15
1228,62.7,122.01
1229,75.12,125.87
1230,72.32,102.09
1231,77.54,95.25
1232,66.22,92.21
1233,74.94,133.91
1234,57.75,107.14
1235,56.32,151.09
1236,79.18,167.05
1237,77.45,160.11
1238,57.04,180.49
1239,64.11,165.79
1240,55.45,183.44
1241,73.27,208.46
1242,69.09,130.29
1243,56.67,133.16
1244,58.96,164.87
1245,57.2,104.2
1246,62.42,201.16
1247,73.46,165.7
1248,72.69,193.07
1249,60.23,148.21
1250,60.82,217.99
1251,73.42,154.61
1252,69.15,114.87
1253,70.66,186.07
1254,60.65,210.46
1255,77.19,135.66
1256,67.37,163.55
1257,57.68,208.91
1258,71.25,159.07
1259,62.62,176.09
1260,60.87,140.44
1261,74.03,99.23
1262,59.49,172.18
1263,57.4,210.93
1264,77.5,96.62
1265,55.42,187.6
1266,72.2,143.77
1267,66.43,206.46
1268,57.98,184.64
1269,60.87,131.03
1270,76.85,129.96
1271,59.22,109.45
1272,62.72,171.79
1273,71.87,156.43
1274,65.76,140.72
1275,56.94,140.69
1276,63.96,112.25
1277,61.4,103.67
1278,56.8,131.59
1279,72.85,97.01
1280,72.87,180.47
1281,74.34,187.82
1282,71.17,176.96
1283,78.25,217.9
1284,64.36,199.65
1285,67.42,188.56
1286,56.17,129.07
1287,79.18,105.52
1288,67.13,106.47
1289,63.22,142.89
1290,78.94,99.34
1291,68.1,97.55
1292,75.8,114.57
1293,62.02,124.67
1294,79.42,212.15
1295,70.77,193.29
1296,55.21,107.8
1297,63.07,111.44
1298,55.29,103.26
1299,77.34,116.68
1300,78.38,100.31
1301,55.1,97.23
1302,63.98,208.99
1303,61.18,209.52
1304,66.16,194.85
1305,61.97,191.93
1306,79.32,115.44
1307,65.43,170.57
1308,64.1,194.56
1309,66.83,202.98
1310,77.61,147.93
1311,58.81,211.38
1312,60.8,194.82
1313,73.72,103.17
1314,76.83,153.05
1315,63.57,192.21
1316,78.55,105.54
1317,70.88,207.54
1318,66.26,122.97
1319,57.57,173.76
1320,60.83,185.47
1321,78.47,164.73
1322,73.85,189.33
1323,79.22,214.84
1324,60.53,94.15
1325,58.13,138.45
1326,77.51,146.3
1327,56.54,137.22
1328,57.97,133.79
1329,56.9,123.25
1330,79.98,130.24
1331,56.2,200.18
1332,69.53,115.8
1333,61.35,91.43
1334,55.65,102.59
1335,57.23,139.13
1336,68.91,98.18
1337,63.51,125.93
1338,73.57,183.18
1339,65.03,206.65
1340,55.58,138.49
1341,64.77,115.07
1342,63.02,138.06
1343,77.62,121.24
1344,65.03,100.51
1345,75.93,110.59
1346,64.57,162.93
1347,59.01,119.96
1348,77.34,219.22
1349,57.32,163.98
1350,55.17,198.87
1351,64.33,118.16
1352,60.13,206.14
1353,67.48,160.07
1354,78.83,119.61
1355,74.86,129.88
1356,64.16,159.77
1357,58.64,212.08
1358,66.8,216.01
1359,79.97,102.32
1360,79.04,198.74
1361,71.7,136.82
