Index,Height,Weight
127,68.24,211.34
128,69.72,192.3
129,68.02,201.79
130,76.14,183.12
131,66.63,114.92
132,56.06,120.87
133,72.36,211.01
134,77.39,198.46
135,59.15,144.61
136,58.87,203.29
137,61.03,188.01
138,75.82,128.14
139,70.91,198.19
140,65.54,174.47
141,59.17,92.59
142,58.82,156.7
143,55.08,92.71
144,70.13,140.48
145,79.13,188.16
146,61.5,106.51
147,63.68,212.61
148,65.71,142.4
149,56.33,170.11
150,74.57,105.43
151,57.03,153.18
152,70.92,137.54
153,61.92,133.29
154,58.31,200.36
155,63.39,123.18
156,57.89,118.98
157,59.45,157.72
158,55.18,179.19
159,73.09,141.48
160,73.73,180.97
161,71.9,210.42
162,71.07,158.64
163,61.17,119.28
164,69.79,121.59
165,72.04,203.36
166,73.57,114.55
167,77.01,142.8
168,79.01,209.77
169,64.46,99.88
170,79.96,199.93
171,67.11,182.31
172,69.61,145.32
173,61.63,157.35
174,55.76,195.5
175,56.96,201.25
176,76.95,116.68
177,76.9,135.05
178,69.69,162.09
179,78.81,164.78
180,70.01,184.45
181,63.6,202.4
182,69.33,207.2
183,74.17,122.0
184,69.94,216.65
185,71.62,103.92
186,64.73,128.55
187,79.0,191.26
188,61.57,193.32
189,71.3,210.16
190,79.16,213.96
191,58.52,169.68
192,59.16,160.71
193,73.51,144.72
194,67.57,141.57
195,79.38,167.45
196,59.55,93.38
197,74.31,115.82
198,62.36,176.29
199,78.27,173.83
200,74.13,141.27
201,60.01,166.59
202,74.32,159.88
203,58.19,118.04
204,77.27,120.34
205,77.85,149.02
206,70.13,218.21
207,59.13,206.25
208,66.55,192.54
209,79.63,149.77
210,75.78,107.97
211,60.34,99.67
212,65.66,102.89
213,69.51,114.35
214,63.82,99.03
215,62.91,122.97
216,68.4,196.52
217,67.95,170.01
218,70.63,98.8
219,58.04,200.44
220,55.84,189.58
221,64.63,179.18
222,56.47,97.72
223,79.13,209.83
224,58.51,212.23
225,71.31,172.21
226,75.31,157.01
227,56.95,175.53
228,77.09,134.74
229,67.08,176.25
230,65.4,161.6
231,64.29,199.1
232,59.06,138.56
233,79.67,194.83
234,79.81,170.88
235,71.77,109.28
236,70.39,187.14
237,59.19,199.13
238,74.73,208.54
239,61.52,204.72
240,61.33,214.2
241,55.28,128.61
242,77.29,159.45
243,71.3,159.44
244,57.05,185.88
245,61.58,100.77
246,60.98,110.03
247,66.58,180.96
248,78.69,165.5
249,72.64,133.47
250,64.37,210.39
251,72.3,176.79
252,60.96,147.41
253,79.61,175.79
254,56.43,202.97
255,63.79,116.29
256,72.24,177.83
257,78.89,173.21
258,67.68,128.23
259,75.06,147.88
260,71.43,127.57
261,68.68,117.18
262,66.65,194.96
263,76.11,190.17
264,57.46,177.47
265,79.28,193.4
266,63.77,180.85
267,62.26,150.5
268,68.55,194.06
269,59.98,200.46
270,57.48,123.7
271,77.41,138.52
272,76.62,185.13
273,65.76,205.16
274,62.36,173.09
275,74.52,153.87
276,79.02,93.08
277,67.17,95.96
278,60.22,213.08
279,68.62,204.42
280,64.16,173.93
281,77.78,152.84
282,60.47,117.25
283,63.36,170.81
284,76.81,164.54
285,78.41,116.87
286,58.55,111.11
287,61.2,158.88
288,58.21,172.67
289,62.06,147.59
290,77.28,208.03
291,56.76,113.12
292,68.47,119.79
293,57.97,149.09
294,59.6,126.56
295,60.95,146.81
296,61.02,198.9
297,69.92,157.07
298,63.45,93.89
299,68.09,152.37
300,76.93,150.0
301,57.12,99.63
302,57.46,161.07
303,79.71,196.0
304,60.14,177.77
305,78.91,134.06
306,67.87,165.47
307,75.85,159.4
308,55.96,96.4
309,75.9,148.16
310,69.42,101.97
311,70.98,142.2
312,78.96,121.11
313,70.56,195.28
314,58.41,154.32
315,74.79,175.41
316,74.31,175.81
317,77.46,159.94
318,61.64,110.5
319,79.84,204.88
320,56.7,107.79
321,57.33,103.03
322,73.73,188.71
323,69.85,184.46
324,79.64,177.85
325,55.11,204.24
326,77.47,90.01
327,60.9,186.42
328,56.53,91.15
329,70.77,155.65
330,67.94,204.75
331,70.7,176.63
332,55.68,156.51
333,64.78,117.36
334,57.15,106.57
335,66.12,107.44
336,59.18,168.29
337,75.74,116.05
338,58.23,196.34
339,68.68,129.23
340,72.96,130.83
341,74.61,122.35
342,77.8,109.03
343,78.43,101.19
344,59.6,129.51
345,60.35,208.06
346,60.12,194.03
347,56.08,122.76
348,76.72,171.73
349,57.16,160.72
350,60.52,148.84
351,64.47,102.77
352,67.95,184.47
353,55.32,123.53
354,62.29,179.72
355,59.11,108.53
356,72.03,122.34
357,78.29,101.49
358,56.01,200.37
359,64.34,213.55
360,68.04,118.38
361,56.69,158.71
362,69.55,103.13
363,66.82,173.7
364,74.96,187.32
365,63.72,197.7
366,78.28,117.03
367,67.76,164.77
368,55.64,188.45
369,72.73,112.92
370,68.34,110.21
371,73.17,188.21
372,55.66,127.69
373,56.86,163.79
374,59.47,109.19
375,55.9,180.1
376,58.69,158.34
377,59.09,119.93
378,66.94,190.43
379,63.27,139.73
380,60.57,129.61
381,69.46,199.47
382,67.73,210.06
383,68.77,114.78
384,61.03,140.24
385,57.6,175.4
386,64.91,138.28
387,63.16,93.55
388,64.28,131.16
389,79.86,144.16
390,79.24,124.83
391,64.7,100.8
392,78.48,189.74
393,73.51,175.12
394,68.53,135.48
395,76.05,208.91
396,68.06,201.49
397,61.04,145.93
398,69.9,96.28
399,65.27,124.88
400,70.72,214.6
401,64.41,102.93
402,66.42,207.23
403,63.62,138.08
404,74.34,121.42
405,69.08,122.04
406,75.75,98.85
407,69.13,215.28
408,59.67,213.23
409,74.76,117.09
410,63.19,148.01
411,72.1,107.8
412,62.57,115.71
413,78.58,105.1
414,72.55,175.5
415,58.5,91.06
416,67.98,151.88
417,63.55,157.75
418,74.85,158.92
419,65.77,169.72
420,60.16,171.7
421,72.76,209.51
422,74.67,201.61
423,65.44,115.05
424,59.15,211.54
425,72.09,93.79
426,72.56,97.86
427,70.65,91.76
428,66.34,181.64
429,63.81,191.64
430,65.74,210.0
431,77.14,193.56
432,61.35,208.74
433,70.32,137.81
434,75.81,158.97
435,78.17,189.08
436,63.66,210.82
437,72.53,135.38
438,64.78,215.51
439,77.34,129.24
440,70.74,162.72
441,67.8,124.55
442,77.51,92.33
443,57.79,188.16
444,56.24,215.25
445,61.82,215.36
446,77.77,216.03
447,55.5,199.85
448,69.52,181.22
449,63.17,110.77
450,60.16,197.59
451,75.99,96.85
452,66.06,122.86
453,61.22,128.28
454,71.57,90.87
455,70.56,162.15
456,79.01,126.33
457,65.61,127.08
458,58.21,218.34
459,61.23,111.41
460,56.66,141.53
461,74.15,183.18
462,62.07,121.67
463,69.8,162.74
464,61.58,136.3
465,77.31,156.43
466,66.77,111.89
467,59.37,116.83
468,66.7,140.69
469,62.07,171.53
470,67.94,207.84
471,72.15,124.39
472,74.91,196.35
473,58.84,210.0
474,59.74,118.34
475,78.14,160.6
476,62.69,111.07
477,73.95,104.68
478,64.72,120.29
479,60.0,206.61
480,65.99,174.4
481,61.19,170.28
482,78.15,152.26
483,57.78,109.04
484,77.07,151.8
485,65.63,183.86
486,71.75,167.8
487,69.53,219.23
488,68.28,199.87
489,78.8,178.14
490,77.95,214.58
491,70.32,167.1
492,61.73,148.37
493,56.99,193.74
494,79.28,117.41
495,64.59,197.48
496,75.26,150.35
497,55.49,132.77
498,63.86,187.0
499,66.88,112.15
500,74.75,207.91
501,62.3,104.01
502,76.12,165.34
503,74.12,107.44
504,70.37,110.13
505,69.95,211.53
506,61.27,182.4
507,73.94,117.49
508,64.83,196.34
509,57.06,176.21
510,78.08,194.06
511,75.26,126.45
512,57.04,115.08
513,73.28,134.24
514,55.72,99.52
515,63.72,193.24
516,60.99,213.47
517,57.9,157.38
518,63.65,217.99
519,73.54,188.01
520,70.31,119.7
521,68.45,121.68
522,76.11,122.9
523,71.18,105.03
524,64.63,174.89
525,62.98,208.94
526,77.57,105.57
527,63.22,109.95
528,66.91,217.45
529,59.6,92.21
530,60.83,204.44
531,70.37,110.87
532,62.18,208.75
533,58.72,208.47
534,76.68,191.69
535,75.19,112.91
536,56.06,156.75
537,65.04,95.69
538,72.9,205.71
539,71.45,114.08
540,78.17,127.09
541,70.51,175.68
542,57.91,218.98
543,58.23,134.86
544,78.75,144.14
545,69.94,110.75
546,67.46,154.15
547,75.16,128.22
548,60.85,101.9
549,67.58,146.24
550,63.14,113.1
551,55.3,152.38
552,71.39,183.62
553,79.89,195.12
554,63.07,97.62
555,78.45,153.93
556,64.58,113.23
557,62.87,122.56
558,57.62,94.48
559,68.6,155.72
560,62.81,177.11
561,62.7,98.7
562,74.3,119.25
563,68.16,203.95
564,77.81,140.52
565,60.41,169.36
566,63.36,143.9
567,68.91,189.32
568,74.41,205.0
569,74.43,198.37
570,59.93,167.86
571,59.92,198.96
572,77.23,113.63
573,71.69,208.94
574,64.12,164.35
575,75.47,135.35
576,55.58,94.54
577,60.22,196.67
578,67.17,141.65
579,76.48,122.81
580,61.78,213.57
581,76.49,182.29
582,62.27,183.94
583,59.33,185.19
584,58.86,197.49
585,60.54,139.0
586,65.73,170.0
587,63.85,194.11
588,70.96,153.05
589,66.13,118.6
590,55.08,121.05
591,70.31,205.73
592,78.94,96.61
593,68.74,155.24
594,58.41,206.92
595,64.02,123.11
596,64.24,125.33
597,73.73,109.13
598,60.96,103.27
599,79.17,205.32
600,74.59,166.56
601,77.66,191.6
602,65.77,97.09
603,59.83,110.72
604,68.19,162.08
605,79.42,135.5
606,74.22,105.89
607,59.57,189.51
608,57.87,115.54
609,62.36,96.96
610,56.8,208.19
611,62.21,113.07
612,74.51,116.52
613,66.12,164.87
614,75.75,152.68
615,67.22,119.39
616,56.09,218.77
617,65.87,214.08
618,79.75,138.45
619,63.16,199.55
620,73.69,98.92
621,74.69,91.55
622,55.88,95.35
623,65.49,147.93
624,58.63,140.05
625,76.85,107.99
626,64.52,186.69
627,67.0,146.14
628,68.84,91.87
629,73.0,106.34
630,64.77,133.16
631,69.56,188.74
632,61.03,129.99
633,79.61,156.81
634,68.32,165.11
635,73.97,153.83
636,78.58,159.28
637,79.9,155.89
638,70.01,108.56
639,55.42,213.05
640,71.87,125.93
641,62.06,190.68
642,76.41,140.16
643,63.0,91.41
644,73.44,197.13
645,68.79,122.12
646,79.13,208.51
647,61.98,114.41
648,55.93,175.38
649,72.81,218.36
650,61.93,119.25
651,67.68,166.59
652,79.0,180.86
653,55.29,94.85
654,55.21,189.84
655,56.93,184.17
656,72.4,195.22
657,65.06,159.38
658,62.97,104.47
659,64.85,110.93
660,66.33,219.79
661,74.4,156.94
662,75.57,172.08
663,69.36,106.64
664,75.43,202.99
665,62.15,123.06
666,72.75,99.41
667,69.94,104.88
668,79.8,175.32
669,60.24,175.94
670,56.26,168.82
671,66.33,192.21
672,69.74,95.2
673,74.13,209.18
674,62.35,92.98
675,66.7,167.41
676,59.58,175.86
677,58.89,142.61
678,67.48,95.86
679,70.29,129.75
680,72.22,110.11
681,62.43,176.13
682,68.7,170.1
683,59.9,207.69
684,73.26,157.56
685,58.46,95.53
686,62.2,103.5
687,59.7,201.7
688,64.24,218.52
689,78.94,202.22
690,57.07,138.19
691,62.38,125.58
692,55.34,212.6
693,65.01,143.95
694,60.8,214.47
695,59.56,101.0
696,66.18,135.23
697,55.27,217.35
698,76.24,117.49
699,63.78,135.79
700,70.93,167.03
701,61.73,156.58
702,78.24,180.98
703,75.6,166.2
704,74.98,101.36
705,79.22,116.42
706,61.38,189.7
707,66.94,126.01
708,63.57,96.55
709,78.1,182.3
710,68.53,128.96
711,56.99,119.05
712,76.69,165.84
713,69.29,118.86
714,68.4,170.0
715,55.85,188.43
716,59.52,124.01
717,72.73,200.88
718,61.83,158.87
719,70.61,190.88
720,78.11,211.95
721,69.0,94.21
722,69.99,213.94
723,70.85,138.97
724,74.61,158.73
725,65.83,155.87
726,61.04,167.01
727,70.72,91.97
728,55.6,169.72
729,71.18,101.57
730,76.74,108.75
731,69.56,193.86
732,63.35,151.7
733,74.29,122.07
734,65.75,131.41
735,72.09,110.1
736,60.82,99.83
737,66.62,204.96
738,67.82,208.39
739,67.23,149.81
740,61.14,178.98
741,68.62,96.28
742,77.25,127.18
743,70.18,176.29
744,56.51,217.31
745,62.82,193.7
746,64.47,156.39
747,64.13,194.21
748,62.0,216.64
749,75.82,117.44
750,71.65,120.72
751,68.18,95.42
752,64.65,189.84
753,68.48,153.72
754,62.54,93.27
755,65.84,122.2
756,70.38,142.2
757,58.59,127.63
758,73.41,180.75
759,67.59,205.24
760,70.14,209.57
761,69.65,92.17
762,67.43,219.58
763,68.95,156.02
764,65.82,100.66
765,73.18,197.35
766,59.11,148.04
767,67.85,162.19
768,69.32,109.98
769,66.24,155.79
770,67.05,129.9
771,61.66,92.81
772,62.6,140.93
773,73.74,129.25
774,57.29,143.1
775,56.14,113.05
776,55.02,202.94
777,70.38,194.97
778,77.34,152.93
779,78.93,211.03
780,60.96,121.01
781,61.04,114.58
782,61.88,155.97
783,79.04,212.12
784,57.88,202.87
785,66.73,210.45
786,62.64,151.92
787,62.61,179.68
788,75.71,139.12
789,65.26,109.5
790,77.13,203.27
791,68.73,180.01
792,68.4,136.78
793,55.47,210.22
794,72.89,175.19
795,75.54,103.23
796,59.41,118.3
797,76.98,92.79
798,74.85,217.09
799,75.16,105.09
800,64.35,92.99
801,63.01,129.38
802,62.13,119.12
803,71.67,173.27
804,72.06,105.26
805,55.47,115.52
806,71.24,132.73
807,63.24,158.71
808,75.77,129.32
809,60.01,162.5
810,76.04,165.36
811,67.56,208.25
812,77.81,134.17
813,79.78,218.44
814,77.09,121.67
815,69.46,102.39
816,77.34,197.62
817,70.12,206.27
818,66.0,91.02
819,58.47,122.37
820,78.45,201.7
821,61.01,147.86
822,75.05,129.35
823,55.61,114.81
824,69.91,140.37
825,72.32,193.14
826,71.54,172.69
827,78.58,218.08
828,76.52,212.98
829,67.57,123.99
830,59.7,203.46
831,73.49,117.43
832,55.22,183.9
833,71.45,145.96
834,61.16,169.1
835,78.96,203.42
836,74.9,177.49
837,76.65,150.52
838,78.2,167.17
839,75.44,122.33
840,70.24,164.58
841,72.36,213.56
842,72.07,94.02
843,72.18,138.23
844,75.4,195.55
845,74.27,125.93
846,71.41,173.67
847,79.79,114.48
848,62.82,195.05
849,61.81,203.4
850,55.21,214.87
851,72.19,192.78
852,74.66,155.4
853,55.51,138.02
854,56.57,164.91
855,58.27,180.99
856,79.37,123.73
857,61.76,180.0
858,72.12,159.33
859,70.37,215.82
860,68.93,123.95
861,78.67,120.16
862,68.65,169.58
863,65.55,159.78
864,56.8,93.16
865,74.1,128.38
866,61.82,198.66
867,78.38,129.71
868,76.98,135.0
869,78.11,201.94
870,60.05,131.24
871,60.52,91.86
872,78.44,215.46
873,58.81,123.69
874,73.64,174.57
875,78.64,170.67
876,71.66,187.05
877,68.33,159.49
878,55.0,119.98
879,64.52,199.19
880,64.66,197.63
881,79.45,215.0
882,59.55,109.98
883,68.58,196.09
884,58.19,210.63
885,72.85,121.3
886,56.88,106.57
887,79.58,210.1
888,69.21,91.08
889,78.65,93.91
890,58.9,173.79
891,58.15,164.16
892,73.93,158.58
893,60.17,129.57
894,56.4,204.18
895,75.71,184.65
896,66.59,135.26
897,58.23,100.95
898,76.23,216.73
899,66.67,123.86
900,78.15,127.54
901,65.59,162.29
902,63.06,203.59
903,75.83,121.73
904,76.9,183.25
905,64.9,135.67
906,66.62,185.11
907,62.12,213.3
908,60.91,177.84
909,78.09,110.21
910,64.0,176.0
911,65.0,164.34
912,55.24,115.18
913,58.01,146.64
914,60.92,128.07
915,61.45,96.93
916,67.7,213.37
917,69.66,210.9
918,78.95,187.57
919,72.25,110.33
920,67.1,90.26
921,60.1,186.74
922,73.52,178.09
923,64.64,143.02
924,63.54,180.75
925,56.77,170.5
926,67.33,201.26
927,60.41,130.92
928,73.0,199.6
929,66.38,186.92
930,77.16,195.44
931,55.49,130.81
932,73.53,90.87
933,72.31,127.92
934,70.47,144.83
935,61.91,96.14
936,78.51,216.5
937,70.52,148.34
938,78.03,166.92
939,72.84,163.99
940,58.03,116.38
941,55.57,169.54
942,66.27,206.84
943,68.68,216.58
944,78.41,173.85
945,77.19,129.56
946,60.22,215.72
947,68.13,116.45
948,69.56,125.31
949,63.66,105.74
950,72.64,165.1
951,65.78,144.37
952,73.69,173.67
953,55.12,91.62
954,78.1,150.38
955,67.2,105.73
956,56.37,119.34
957,79.88,181.75
958,79.65,117.14
959,76.9,134.62
960,73.92,90.36
961,61.89,182.11
962,68.45,108.59
963,77.45,124.01
964,65.53,139.2
965,58.78,177.36
966,78.41,100.52
967,63.75,170.29
968,73.88,137.95
969,68.82,104.43
970,63.99,167.21
971,73.67,100.5
972,75.7,114.53
973,61.03,166.79
974,58.97,139.18
975,68.19,182.26
976,57.81,129.38
977,69.68,172.98
978,76.8,196.76
979,72.16,196.47
980,65.96,216.67
981,57.27,155.31
982,78.68,96.71
983,56.03,187.41
984,63.03,165.47
985,77.86,186.14
986,71.35,100.49
987,62.17,160.0
988,62.66,208.99
989,71.34,183.46
990,66.48,196.54
991,68.89,116.0
992,57.8,157.43
993,75.53,168.74
994,72.56,210.59
995,64.74,175.49
996,60.12,147.32
997,65.38,130.14
998,72.8,206.7
999,64.1,173.29
1000,63.87,183.39
1001,56.84,177.47
1002,71.86,145.68
1003,55.94,183.47
1004,58.26,191.72
1005,77.99,99.32
1006,78.2,104.89
1007,75.82,91.02
1008,70.58,207.34
1009,57.33,95.96
1010,76.67,157.1
1011,75.91,194.14
1012,68.08,150.38
1013,69.18,205.13
1014,60.12,144.33
1015,63.22,137.27
1016,74.52,116.3
1017,75.14,117.14
1018,67.63,170.09
1019,61.84,114.75
1020,74.84,153.12
1021,74.17,142.26
1022,65.92,197.98
1023,60.81,157.98
1024,60.06,142.19
1025,71.86,90.1
1026,75.32,211.73
1027,76.2,183.15
1028,71.07,140.27
1029,69.71,197.74
1030,57.52,184.41
1031,55.59,109.58
1032,67.17,124.87
1033,62.61,155.37
1034,70.68,102.1
1035,69.41,95.46
1036,68.14,177.69
1037,68.9,105.03
1038,62.73,152.28
1039,66.76,148.16
1040,73.32,190.27
1041,68.58,176.71
1042,59.61,130.9
1043,63.01,201.64
1044,76.16,160.29
1045,59.69,130.29
1046,64.03,177.31
1047,57.08,157.92
1048,60.12,137.71
1049,76.43,134.82
1050,55.83,212.56
1051,69.86,210.29
1052,78.24,97.31
1053,70.77,187.95
1054,69.3,188.63
1055,70.31,147.46
1056,59.84,187.98
1057,70.89,197.02
1058,76.66,160.87
1059,79.22,123.32
1060,59.25,141.42
1061,65.84,127.81
1062,73.86,93.58
1063,65.03,170.38
1064,70.82,90.48
1065,68.21,101.14
1066,70.72,149.18
1067,56.15,165.79
1068,72.72,104.84
1069,65.13,110.03
1070,71.76,136.16
1071,76.62,162.83
1072,63.02,92.89
1073,71.01,200.48
1074,57.4,183.19
1075,72.28,166.63
1076,56.54,99.22
1077,75.42,124.6
1078,67.63,182.71
1079,62.63,214.87
1080,63.5,132.92
1081,60.75,208.2
1082,58.58,195.61
1083,78.75,192.42
1084,60.78,130.86
1085,67.3,153.4
1086,69.55,198.04
1087,65.45,198.31
1088,78.19,116.98
1089,71.04,182.53
1090,74.89,123.22
1091,71.29,149.23
1092,77.04,129.31
1093,61.27,139.41
1094,69.68,206.11
1095,77.71,178.41
1096,62.37,178.97
1097,74.84,136.35
1098,68.17,127.4
1099,74.62,95.52
1100,70.27,108.24
1101,78.85,173.12
1102,65.7,183.43
1103,57.97,95.89
1104,71.89,158.31
1105,79.64,129.3
1106,60.3,218.05
1107,62.78,122.42
1108,75.19,101.07
1109,75.13,137.64
1110,75.38,194.65
1111,61.07,119.99
1112,70.84,212.42
1113,63.82,214.18
1114,66.17,208.06
1115,60.22,193.35
1116,78.05,214.66
1117,56.25,94.55
1118,59.42,107.62
1119,66.67,119.08
1120,65.87,195.1
1121,72.42,104.62
1122,59.72,157.94
1123,68.12,184.65
1124,69.55,144.58
1125,72.13,127.58
1126,68.98,118.49
1127,67.03,164.0
1128,77.77,115.04
1129,65.28,132.73
1130,72.23,157.42
1131,74.87,104.67
1132,73.04,143.44
1133,72.87,203.38
1134,63.04,115.25
1135,60.7,219.47
1136,66.52,151.3
1137,62.82,192.6
1138,79.11,119.83
1139,56.87,127.27
1140,55.62,163.29
1141,63.45,142.8
1142,61.12,158.95
1143,79.32,214.72
1144,60.19,117.23
1145,58.91,122.49
1146,59.89,202.14
1147,72.73,136.11
1148,59.73,152.23
1149,77.26,190.71
1150,70.49,175.72
1151,78.16,149.07
1152,65.18,186.35
1153,67.0,175.4
1154,56.03,145.96
1155,62.03,155.09
1156,61.02,142.07
1157,70.72,136.5
1158,73.62,142.53
1159,74.09,202.44
1160,64.05,131.42
1161,55.38,123.41
1162,72.41,112.64
1163,74.03,158.91
1164,64.69,107.76
1165,60.72,120.7
1166,55.7,95.57
1167,75.33,160.96
1168,57.05,218.33
1169,75.57,179.5
1170,61.05,196.43
1171,65.57,105.71
1172,65.0,164.55
1173,63.11,182.3
1174,68.86,152.4
1175,57.62,199.21
1176,59.93,213.91
1177,73.61,164.97
1178,73.2,207.85
1179,76.23,208.19
1180,79.95,154.82
1181,61.72,189.68
1182,73.04,143.03
1183,77.66,126.69
1184,57.72,183.74
1185,74.19,204.21
1186,71.88,113.46
1187,66.81,158.85
1188,72.89,152.38
1189,62.47,182.52
1190,60.05,173.99
1191,78.2,163.98
1192,63.87,158.43
1193,66.42,145.87
1194,62.16,136.88
1195,55.36,140.1
1196,64.2,181.15
1197,59.54,147.72
1198,74.33,135.15
1199,68.72,128.35
1200,60.97,133.28
1201,69.85,208.05
1202,71.85,204.95
1203,61.49,105.15
1204,75.4,95.11
1205,71.89,92.31
1206,55.66,194.93
1207,70.1,127.92
1208,79.9,187.56
1209,73.48,178.02
1210,77.39,187.49
1211,58.79,121.47
1212,63.82,189.6
1213,65.83,125.71
1214,59.91,110.96
1215,61.4,168.42
1216,73.42,122.62
1217,78.15,165.22
1218,75.3,197.79
1219,76.37,186.86
1220,74.45,188.58
1221,69.66,101.28
1222,69.07,98.38
1223,75.78,133.27
1224,70.24,191.02
1225,67.24,148.12
1226,69.2,164.03
1227,67.55,114.72
1228,70.59,188.41
1229,55.84,155.64
1230,70.32,192.81
1231,68.3,195.78
1232,55.16,192.69
1233,72.75,112.93
1234,72.98,96.63
1235,58.38,205.95
1236,69.38,198.45
1237,58.19,144.73
1238,70.64,132.67
1239,57.01,140.04
1240,78.58,196.79
1241,75.68,113.76
1242,75.75,151.45
1243,72.24,101.49
1244,72.41,124.45
1245,57.54,159.18
1246,60.35,165.3
1247,75.36,193.51
1248,68.97,153.89
1249,63.99,210.53
1250,60.68,134.94
1251,65.39,161.5
1252,60.98,148.92
1253,61.22,181.1
1254,64.76,106.21
1255,64.54,137.14
1256,60.71,121.02
1257,69.92,191.71
1258,56.73,183.04
1259,55.39,165.23
1260,60.42,210.76
1261,57.73,211.69
1262,68.58,193.24
1263,63.98,148.49
1264,61.52,166.65
1265,65.84,100.05
1266,63.0,200.06
1267,73.68,199.29
1268,58.18,194.52
1269,60.51,159.27
1270,69.86,93.1
1271,58.56,98.46
1272,64.52,194.68
1273,64.66,147.35
1274,77.72,157.67
1275,57.77,194.84
1276,61.62,97.93
1277,60.31,139.39
1278,55.52,110.57
1279,77.76,212.0
1280,59.59,200.02
1281,72.38,219.82
1282,75.78,118.94
1283,63.08,142.17
1284,72.01,209.69
1285,79.18,218.73
1286,64.14,166.96
1287,66.03,174.79
1288,59.76,120.95
1289,70.57,127.96
1290,77.14,158.37
1291,70.66,134.65
1292,74.31,209.85
1293,74.74,219.88
1294,65.72,180.84
1295,76.79,123.28
1296,76.87,217.32
1297,61.69,214.73
1298,77.06,122.68
1299,61.68,128.65
1300,75.11,92.4
1301,72.85,133.8
1302,68.21,110.2
1303,80.0,155.04
1304,69.84,114.18
1305,70.05,100.16
1306,73.61,92.11
1307,57.9,214.62
1308,72.15,136.08
1309,67.97,129.54
1310,55.74,162.43
1311,64.31,174.76
1312,77.33,153.06
1313,62.32,183.36
1314,69.77,200.56
1315,73.7,148.98
1316,57.58,140.53
1317,78.55,174.08
1318,75.76,136.08
1319,59.16,195.62
1320,66.64,213.69
1321,76.46,115.42
1322,57.87,165.86
1323,58.26,154.25
1324,71.94,133.29
1325,76.21,128.95
1326,59.23,119.46
1327,55.06,161.71
1328,64.78,133.52
1329,77.96,119.24
1330,65.65,116.1
1331,69.75,138.14
1332,64.05,167.5
1333,68.35,213.76
1334,75.07,137.27
1335,65.33,202.92
1336,60.24,172.6
1337,59.45,146.98
1338,78.4,108.41
1339,66.17,180.35
1340,56.16,160.95
1341,61.7,118.57
1342,73.63,141.86
1343,71.42,216.99
1344,76.88,112.43
1345,58.23,127.83
1346,71.85,142.31
1347,73.26,123.17
1348,68.31,197.1
1349,64.2,105.12
1350,72.05,204.47
1351,79.03,212.25
1352,76.7,140.13
1353,73.61,114.75
1354,56.59,210.85
1355,75.63,94.16
1356,79.53,103.79
1357,70.78,187.35
1358,72.59,103.02
1359,68.1,212.2
1360,75.58,125.9
1361,74.84,168.45
